"hgnc_symbol","ensembl_gene_id","chromosome_name","start_position","end_position","entrezgene_id"
"FGFR1OP2","ENSG00000111790","12",26938470,26966650,26127
"FBRSL1","ENSG00000112787","12",132489551,132585188,57666
"KMT2A","ENSG00000118058","11",118436490,118526832,4297
"IFT46","ENSG00000118096","11",118544528,118572970,56912
"RPS25","ENSG00000118181","11",119015712,119018691,6230
"CFAP94","ENSG00000118307","12",25108289,25195162,55259
"RXYLT1","ENSG00000118600","12",63779842,63809562,10329
"CCND2","ENSG00000118971","12",4269771,4305353,894
"CCDC92","ENSG00000119242","12",123918660,123972831,80212
"SNX19","ENSG00000120451","11",130866250,130916479,399979
"MSANTD2","ENSG00000120458","11",124766498,124800706,79684
"IQSEC3","ENSG00000120645","12",66767,178455,440073
"CCDC77","ENSG00000120647","12",389273,442642,84318
"NR2C1","ENSG00000120798","12",95020229,95073628,7181
"UTP20","ENSG00000120800","12",101280105,101386618,27340
"TMPO","ENSG00000120802","12",98515579,98550351,7112
"ARL1","ENSG00000120805","12",101393116,101407772,400
"GLT8D2","ENSG00000120820","12",103988987,104064183,83468
"MTERF2","ENSG00000120832","12",106977277,106987160,80298
"SOCS2","ENSG00000120833","12",93569814,93583487,8835
"NFYB","ENSG00000120837","12",104117086,104138241,4801
"WASHC3","ENSG00000120860","12",102012840,102062149,51019
"APAF1","ENSG00000120868","12",98645290,98735433,317
"PLBD1","ENSG00000121316","12",14503661,14567883,79887
"PYROXD1","ENSG00000121350","12",21437615,21471250,79912
"KCNJ8","ENSG00000121361","12",21764955,21775600,3764
"PSPC1","ENSG00000121390","13",19674752,19783019,55269
"ZMYM2","ENSG00000121741","13",19958677,20091829,7750
"GJB6","ENSG00000121742","13",20221962,20232365,10804
"TBC1D15","ENSG00000121749","12",71839707,71927248,64786
"RPL21","ENSG00000122026","13",27251309,27256691,6144
"MTIF3","ENSG00000122033","13",27435643,27450591,219402
"GTF3A","ENSG00000122034","13",27424619,27435823,2971
"RASL11A","ENSG00000122035","13",27270830,27275192,387496
"RBM19","ENSG00000122965","12",113816738,113966325,9904
"CIT","ENSG00000122966","12",119685791,119877320,11113
"IFT81","ENSG00000122970","12",110124335,110218793,28981
"ACADS","ENSG00000122971","12",120725774,120740008,35
"HVCN1","ENSG00000122986","12",110627841,110704950,84329
"DDX54","ENSG00000123064","12",113157173,113185479,79039
"MED13L","ENSG00000123066","12",115957905,116277693,23389
"RASSF8","ENSG00000123094","12",25959029,26079892,11228
"BHLHE41","ENSG00000123095","12",26120030,26125037,79365
"SSPN","ENSG00000123096","12",26121991,26299290,8082
"ITPR2","ENSG00000123104","12",26335352,26833194,3709
"CCDC91","ENSG00000123106","12",28133249,28581511,55297
"ATF1","ENSG00000123268","12",50763710,50821162,466
"TSFM","ENSG00000123297","12",57782761,57808071,10102
"ARHGAP9","ENSG00000123329","12",57472264,57488814,64333
"PFDN5","ENSG00000123349","12",53295291,53299452,5204
"SPATS2","ENSG00000123352","12",49366584,49527425,65244
"ORMDL2","ENSG00000123353","12",55818041,55821879,29095
"NR4A1","ENSG00000123358","12",52022832,52059507,3164
"PDE1B","ENSG00000123360","12",54549601,54579239,5153
"CDK2","ENSG00000123374","12",55966781,55972789,1017
"LRP1","ENSG00000123384","12",57128483,57213361,4035
"ATG101","ENSG00000123395","12",52069246,52077494,60673
"IKZF4","ENSG00000123411","12",56007659,56038435,64375
"SMUG1","ENSG00000123415","12",54121277,54189008,23583
"TUBA1B","ENSG00000123416","12",49127782,49131397,10376
"EEF1AKMT3","ENSG00000123427","12",57771492,57782541,25895
"ZNF384","ENSG00000126746","12",6666477,6689572,171017
"EMG1","ENSG00000126749","12",6970913,6997428,10436
"RAP1B","ENSG00000127314","12",68610855,68671901,5908
"RAB3IP","ENSG00000127328","12",69738860,69823204,117177
"PTPRB","ENSG00000127329","12",70515870,70637440,5787
"DYRK2","ENSG00000127334","12",67648338,67665406,8445
"YEATS4","ENSG00000127337","12",69359710,69390870,8089
"METTL25","ENSG00000127720","12",82358528,82479239,84190
"TNFRSF19","ENSG00000127863","13",23570370,23676104,55504
"RNF6","ENSG00000127870","13",26132115,26222314,6049
"CCNT1","ENSG00000129315","12",48688458,48716998,904
"PUS7L","ENSG00000129317","12",43718992,43758793,83448
"GALNT8","ENSG00000130035","12",4720400,4851927,26290
"KCNA5","ENSG00000130037","12",5043879,5046788,3741
"CLIP1","ENSG00000130779","12",122271432,122422669,6249
"HIP1R","ENSG00000130787","12",122834453,122862961,9026
"C12orf65","ENSG00000130921","12",123233385,123258079,91574
"RAN","ENSG00000132341","12",130872037,130877678,5901
"ATP8A2","ENSG00000132932","13",25371974,26025851,51761
"ZMYM5","ENSG00000132950","13",19823482,19863649,9205
"XPO4","ENSG00000132953","13",20777329,20903048,64328
"CDK8","ENSG00000132964","13",26254104,26405238,1024
"WASF3","ENSG00000132970","13",26557683,26688948,10810
"GPR12","ENSG00000132975","13",26755200,26760786,2835
"BTG1","ENSG00000133639","12",92140278,92145846,694
"C12orf29","ENSG00000133641","12",88033846,88050160,91298
"TMTC1","ENSG00000133687","12",29500840,29784759,83857
"KRAS","ENSG00000133703","12",25205246,25250936,3845
"IPO8","ENSG00000133704","12",30628988,30695869,10526
"CCDC59","ENSG00000133773","12",82223681,82358805,29080
"ZFC3H1","ENSG00000133858","12",71609599,71667725,196441
"PPHLN1","ENSG00000134283","12",42238447,42459715,51535
"FKBP11","ENSG00000134285","12",48921518,48926474,51303
"ARF3","ENSG00000134287","12",48935723,48957487,377
"TMEM106C","ENSG00000134291","12",47963569,47968878,79022
"SLC38A2","ENSG00000134294","12",46358188,46372773,54407
"EMP1","ENSG00000134531","12",13196723,13219941,2012
"SOX5","ENSG00000134532","12",23529504,24562544,6660
"RERG","ENSG00000134533","12",15107783,15348675,85004
"SPX","ENSG00000134548","12",21526296,21541249,80763
"ARHGAP32","ENSG00000134909","11",128965060,129279324,9743
"STT3A","ENSG00000134910","11",125591712,125625215,3703
"ADAMTS8","ENSG00000134917","11",130404923,130428609,11095
"ETS1","ENSG00000134954","11",128458761,128587558,2113
"TAOK3","ENSG00000135090","12",118149801,118372907,51347
"USP30","ENSG00000135093","12",109023089,109088023,84749
"SDS","ENSG00000135094","12",113392445,113426301,10993
"MSI1","ENSG00000135097","12",120341330,120369164,4440
"FBXO21","ENSG00000135108","12",117141991,117190471,23014
"TBX3","ENSG00000135111","12",114670255,114684175,6926
"HRK","ENSG00000135116","12",116856144,116881441,8739
"RNFT2","ENSG00000135119","12",116738178,116853631,84900
"P2RX4","ENSG00000135124","12",121209861,121234106,5025
"BICDL1","ENSG00000135127","12",119989869,120094494,92558
"DTX1","ENSG00000135144","12",113056709,113098028,1840
"TRAFD1","ENSG00000135148","12",112125538,112153604,10906
"ATP5MC2","ENSG00000135390","12",53632726,53677408,517
"DNAJC14","ENSG00000135392","12",55820960,55830824,85406
"CD63","ENSG00000135404","12",55725323,55729707,967
"AVIL","ENSG00000135407","12",57797376,57818704,10677
"GDF11","ENSG00000135414","12",55743122,55757264,10220
"GLS2","ENSG00000135423","12",56470944,56488414,27165
"ITGA7","ENSG00000135424","12",55684568,55716043,3679
"RDH5","ENSG00000135437","12",55720367,55724705,5959
"AGAP2","ENSG00000135439","12",57723761,57742157,116986
"BLOC1S1","ENSG00000135441","12",55716037,55720087,2647
"CDK4","ENSG00000135446","12",57747727,57756013,1019
"PPP1R1A","ENSG00000135447","12",54575387,54588659,5502
"TSPAN31","ENSG00000135452","12",57738013,57750219,6302
"B4GALNT1","ENSG00000135454","12",57623409,57633239,2583
"TFCP2","ENSG00000135457","12",51093656,51173135,7024
"COQ10A","ENSG00000135469","12",56266890,56270966,93058
"FAIM2","ENSG00000135472","12",49866896,49904217,23017
"PAN2","ENSG00000135473","12",56316223,56334053,9924
"ZC3H10","ENSG00000135482","12",56118260,56127514,84872
"HNRNPA1","ENSG00000135486","12",54280193,54287088,3178
"SLC26A10","ENSG00000135502","12",57619527,57626151,NA
"ACVR1B","ENSG00000135503","12",51951699,51997078,91
"OS9","ENSG00000135506","12",57693955,57721557,10956
"KCNH3","ENSG00000135519","12",49539030,49558337,23416
"KCNMB4","ENSG00000135643","12",70366290,70434292,27345
"USP15","ENSG00000135655","12",62260338,62417431,9958
"GNS","ENSG00000135677","12",64713445,64759431,2799
"CPM","ENSG00000135678","12",68842197,68971570,1368
"MDM2","ENSG00000135679","12",68808177,68850686,4193
"ISCU","ENSG00000136003","12",108562582,108569368,23479
"ALDH1L2","ENSG00000136010","12",105019784,105107643,160428
"SCYL2","ENSG00000136021","12",100267140,100341715,55681
"CKAP4","ENSG00000136026","12",106237881,106304279,10970
"PLXNC1","ENSG00000136040","12",94148577,94307675,10154
"APPL2","ENSG00000136044","12",105173297,105236203,55198
"PWP1","ENSG00000136045","12",107685799,107713162,11137
"DRAM1","ENSG00000136048","12",101877580,102012130,55332
"WASHC4","ENSG00000136051","12",105107324,105169130,23325
"SLC41A2","ENSG00000136052","12",104802553,104958744,84102
"SORL1","ENSG00000137642","11",121452314,121633763,6653
"SLC37A4","ENSG00000137700","11",119024114,119030906,2542
"B4GALNT3","ENSG00000139044","12",459939,563509,283358
"ETV6","ENSG00000139083","12",11649674,11895377,2120
"GABARAPL1","ENSG00000139112","12",10212458,10223128,23710
"KIF21A","ENSG00000139116","12",39293228,39443390,55605
"CPNE8","ENSG00000139117","12",38646822,38907430,144402
"YARS2","ENSG00000139131","12",32727490,32755897,51067
"FGD4","ENSG00000139132","12",32399558,32646050,121512
"AEBP2","ENSG00000139154","12",19404045,19720801,121536
"SLCO1C1","ENSG00000139155","12",20695332,20753386,53919
"ETFBKMT","ENSG00000139160","12",31647160,31673114,254013
"ETNK1","ENSG00000139163","12",22625075,22690665,55500
"ZCRB1","ENSG00000139168","12",42312086,42326257,85437
"TMEM117","ENSG00000139173","12",43835967,44389762,84216
"PRICKLE1","ENSG00000139174","12",42456757,42590355,144165
"C1RL","ENSG00000139178","12",7089587,7109238,51279
"NDUFA9","ENSG00000139180","12",4649095,4694317,4704
"CLSTN3","ENSG00000139182","12",7129698,7158945,9746
"KLRG1","ENSG00000139187","12",8950044,9010760,10219
"VAMP1","ENSG00000139190","12",6462237,6470677,6843
"TAPBPL","ENSG00000139192","12",6451690,6466517,55080
"PEX5","ENSG00000139197","12",7188685,7218574,5830
"PIANP","ENSG00000139200","12",6693791,6700815,196500
"AMIGO2","ENSG00000139211","12",47075707,47079959,347902
"SCAF11","ENSG00000139218","12",45919131,45992120,9169
"PPFIA2","ENSG00000139220","12",81257975,81759553,8499
"LLPH","ENSG00000139233","12",66116555,66130750,84298
"RPL14P1","ENSG00000139239","12",62965325,62965969,NA
"MARCHF9","ENSG00000139266","12",57755103,57760411,92979
"GLIPR1","ENSG00000139278","12",75480753,75503863,11010
"PHLDA1","ENSG00000139289","12",76025447,76031776,22822
"TMEM19","ENSG00000139291","12",71686082,71705047,55266
"LGR5","ENSG00000139292","12",71439798,71586310,8549
"DUSP6","ENSG00000139318","12",89347235,89352501,1848
"POC1B","ENSG00000139323","12",89419718,89526047,282809
"TMTC3","ENSG00000139324","12",88142296,88199887,160418
"SNRPF","ENSG00000139343","12",95858928,95903828,6636
"NEDD1","ENSG00000139350","12",96907224,96953780,121441
"ASCL1","ENSG00000139352","12",102957674,102960513,429
"TMEM132B","ENSG00000139364","12",125186836,125662377,114795
"SLC15A4","ENSG00000139370","12",128793194,128823958,121260
"TDG","ENSG00000139372","12",103965822,103988874,6996
"RITA1","ENSG00000139405","12",113185526,113192368,84934
"SDSL","ENSG00000139410","12",113422380,113438276,113675
"MMAB","ENSG00000139428","12",109553715,109573580,326625
"GLTP","ENSG00000139433","12",109850945,109880541,51228
"GIT2","ENSG00000139436","12",109929802,109996389,9815
"TCHP","ENSG00000139437","12",109900264,109983841,84260
"FAM222A","ENSG00000139438","12",109713825,109770495,84915
"NUP58","ENSG00000139496","13",25301556,25349800,9818
"MTMR6","ENSG00000139505","13",25246222,25287488,9107
"LNX2","ENSG00000139517","13",27545913,27620529,222484
"SUOX","ENSG00000139531","12",55997180,56006641,6821
"CCDC65","ENSG00000139537","12",48904110,48931840,85478
"TARBP2","ENSG00000139546","12",53500921,53506431,6895
"ACVRL1","ENSG00000139567","12",51906908,51923361,94
"NPFF","ENSG00000139574","12",53506690,53507638,8620
"NABP2","ENSG00000139579","12",56222015,56229854,79035
"SMARCC2","ENSG00000139613","12",56162359,56189567,6601
"KANSL2","ENSG00000139620","12",48653211,48682238,54934
"CERS5","ENSG00000139624","12",50129289,50167533,91012
"MAP3K12","ENSG00000139625","12",53479669,53500063,7786
"GALNT6","ENSG00000139629","12",51351247,51392867,11226
"CSAD","ENSG00000139631","12",53157663,53180925,51380
"LMBR1L","ENSG00000139636","12",49097136,49110900,55716
"MYG1","ENSG00000139637","12",53299695,53307177,60314
"ESYT1","ENSG00000139641","12",56118250,56144674,23344
"TMBIM6","ENSG00000139644","12",49707725,49764934,7009
"ANKRD52","ENSG00000139645","12",56237807,56258384,283373
"ZNF740","ENSG00000139651","12",53180704,53195142,283337
"SBNO1","ENSG00000139697","12",123289109,123364847,55206
"MORN3","ENSG00000139714","12",121648742,121672631,283385
"SETD1B","ENSG00000139718","12",121804009,121832656,23067
"VPS33A","ENSG00000139719","12",122229564,122266494,65082
"VPS37B","ENSG00000139722","12",122865330,122896127,79720
"RHOF","ENSG00000139725","12",121777754,121803403,54509
"DENR","ENSG00000139726","12",122752824,122771064,8562
"SRRM4","ENSG00000139767","12",118981541,119163051,84530
"GLB1L2","ENSG00000149328","11",134331874,134378341,89944
"GRIK4","ENSG00000149403","11",120511746,120988906,2900
"HYOU1","ENSG00000149428","11",119044188,119057227,10525
"EI24","ENSG00000149547","11",125569280,125584684,9538
"CHEK1","ENSG00000149554","11",125625665,125676255,1111
"FEZ1","ENSG00000149557","11",125442881,125592568,9638
"FEZ1","ENSG00000149557","11",125442881,125592568,105369550
"ESAM","ENSG00000149564","11",124752583,124762290,90952
"KIRREL3","ENSG00000149571","11",126423358,127003460,84623
"SCN2B","ENSG00000149575","11",118162806,118176639,6327
"TMEM25","ENSG00000149582","11",118531041,118547280,84866
"TMEM218","ENSG00000150433","11",125096545,125111763,219854
"TIRAP","ENSG00000150455","11",126283065,126298845,114609
"EEF1AKMT1","ENSG00000150456","13",20728731,20773961,221143
"LATS2","ENSG00000150457","13",20973036,21061586,26524
"SAP18","ENSG00000150459","13",21140514,21149084,10284
"ABCB9","ENSG00000150967","12",122920951,122981649,23457
"RILPL2","ENSG00000150977","12",123415039,123436684,196383
"DHX37","ENSG00000150990","12",124946825,124989131,57647
"UBC","ENSG00000150991","12",124911604,124917368,7316
"DCP1B","ENSG00000151065","12",1946053,2004535,196513
"CACNA1C","ENSG00000151067","12",1970786,2697950,775
"C12orf45","ENSG00000151131","12",104986316,105074197,121053
"TMEM263","ENSG00000151135","12",106955719,106978778,90488
"BTBD11","ENSG00000151136","12",107318421,107659642,121551
"UBE3B","ENSG00000151148","12",109477402,109536705,89910
"PLBD2","ENSG00000151176","12",113358566,113391629,196463
"SLC2A13","ENSG00000151229","12",39755025,40106089,114134
"GXYLT1","ENSG00000151233","12",42081845,42144874,283464
"TWF1","ENSG00000151239","12",43793723,43806328,5756
"PTPRO","ENSG00000151490","12",15322257,15602175,5800
"EPS8","ENSG00000151491","12",15620134,15882329,2059
"ACAD8","ENSG00000151498","11",134253548,134265855,27034
"THYN1","ENSG00000151500","11",134248279,134253370,29087
"VPS26B","ENSG00000151502","11",134224671,134247788,112936
"NCAPD3","ENSG00000151503","11",134150113,134225454,23310
"ANO4","ENSG00000151572","12",100717526,101128641,121601
"FLI1","ENSG00000151702","11",128686535,128813267,2313
"AMN1","ENSG00000151743","12",31671142,31729121,196394
"BICD1","ENSG00000151746","12",32106835,32383633,636
"SACS","ENSG00000151835","13",23328826,23433740,26278
"CENPJ","ENSG00000151849","13",24882279,24922889,55835
"GLT1D1","ENSG00000151948","12",128853427,128984968,144423
"TMEM132D","ENSG00000151952","12",129071725,129904025,121256
"HSPB8","ENSG00000152137","12",119171555,119224855,26353
"USP12","ENSG00000152484","13",27066156,27171811,219333
"PFKM","ENSG00000152556","12",48105139,48146404,5213
"MED21","ENSG00000152944","12",27022546,27066343,9412
"RASSF3","ENSG00000153179","12",64507001,64697564,283349
"PTPRR","ENSG00000153233","12",70638073,70920738,5801
"THY1","ENSG00000154096","11",119415476,119424985,7070
"TBCEL","ENSG00000154114","11",121024072,121090775,219899
"UBASH3B","ENSG00000154127","11",122655722,122814473,84959
"ROBO4","ENSG00000154133","11",124883691,124898500,54538
"ROBO3","ENSG00000154134","11",124865432,124881471,64221
"TBRG1","ENSG00000154144","11",124622836,124635926,84897
"NRGN","ENSG00000154146","11",124739942,124747210,4900
"TMBIM4","ENSG00000155957","12",66135846,66170072,51643
"GRIP1","ENSG00000155974","12",66347431,67069162,23426
"KIF5A","ENSG00000155980","12",57546026,57586633,3798
"WIF1","ENSG00000156076","12",65050626,65121305,11197
"CABP1","ENSG00000157782","12",120640552,120667324,9478
"SPPL3","ENSG00000157837","12",120762510,120904358,121665
"C12orf43","ENSG00000157895","12",121000486,121016502,64897
"CFAP251","ENSG00000158023","12",121918592,122003927,144406
"LRRC43","ENSG00000158113","12",122167738,122203471,254050
"PTMS","ENSG00000159335","12",6765516,6770952,5763
"C1R","ENSG00000159403","12",7080214,7092540,715
"VPS11","ENSG00000160695","11",119067818,119081972,55823
"NLRX1","ENSG00000160703","11",119166568,119184016,79671
"ITGA5","ENSG00000161638","12",54395261,54419266,3678
"ZNF385A","ENSG00000161642","12",54369133,54391298,25946
"FMNL3","ENSG00000161791","12",49636499,49708165,91010
"AQP5","ENSG00000161798","12",49961872,49965682,362
"RACGAP1","ENSG00000161800","12",49976923,50033136,29127
"LARP4","ENSG00000161813","12",50392383,50480004,113251
"TAMALIN","ENSG00000161835","12",52006946,52015889,160622
"FAM86FP","ENSG00000164845","12",8232512,8242948,NA
"GJB2","ENSG00000165474","13",20187463,20192938,2706
"CRYL1","ENSG00000165475","13",20403666,20525873,51084
"HEPACAM","ENSG00000165478","11",124919205,124936412,220296
"MICU2","ENSG00000165487","13",21492691,21604181,221154
"PKNOX2","ENSG00000165495","11",125164687,125433389,63876
"RPUSD4","ENSG00000165526","11",126202096,126211692,84881
"AMER2","ENSG00000165566","13",25161679,25172288,219287
"BORCS5","ENSG00000165714","12",12357078,12471233,118426
"PDZRN4","ENSG00000165966","12",41188320,41574745,29951
"KCNC2","ENSG00000166006","12",75040077,75209839,3747
"TCP11L2","ENSG00000166046","12",106301929,106347003,255394
"JAM3","ENSG00000166086","11",134069071,134152001,83700
"GLB1L3","ENSG00000166105","11",134274245,134319564,112937
"SVOP","ENSG00000166111","12",108907741,109021068,55530
"LRTM2","ENSG00000166159","12",1820267,1836753,654429
"FRS2","ENSG00000166225","12",69470349,69579793,10818
"CCT2","ENSG00000166226","12",69585426,69601570,10576
"SCN3B","ENSG00000166257","11",123629187,123655244,55800
"ZNF202","ENSG00000166261","11",123723914,123741675,7753
"RIMKLB","ENSG00000166532","12",8681600,8783095,57494
"A2ML1","ENSG00000166535","12",8822621,8887001,144568
"IQCD","ENSG00000166578","12",113195441,113221094,115811
"HSP90B1","ENSG00000166598","12",103930107,103953931,7184
"ZBTB39","ENSG00000166860","12",56998836,57006546,9880
"TAC3","ENSG00000166863","12",57010000,57028883,6866
"NEMP1","ENSG00000166881","12",57055643,57088063,23306
"NAB2","ENSG00000166886","12",57089043,57095476,4665
"STAT6","ENSG00000166888","12",57095408,57132139,6778
"ATP23","ENSG00000166896","12",57906039,57959148,91419
"PIP4K2C","ENSG00000166908","12",57591174,57603418,79837
"MARS1","ENSG00000166986","12",57475445,57517569,4141
"MBD6","ENSG00000166987","12",57520710,57530148,114785
"POP5","ENSG00000167272","12",120578764,120581402,51367
"ATP5MG","ENSG00000167283","11",118401606,118431496,10632
"ZNF641","ENSG00000167528","12",48337180,48351414,121274
"CACNB3","ENSG00000167535","12",48813794,48828941,784
"KMT2D","ENSG00000167548","12",49018978,49060794,8085
"RHEBL1","ENSG00000167550","12",49064676,49070025,121268
"TUBA1A","ENSG00000167552","12",49184686,49189080,7846
"TUBA1C","ENSG00000167553","12",49188736,49274600,84790
"NCKAP5L","ENSG00000167566","12",49791146,49828750,57701
"GPD1","ENSG00000167588","12",50103982,50111313,2819
"KRT1","ENSG00000167768","12",52674736,52680407,3848
"SPRYD3","ENSG00000167778","12",53064316,53079404,84926
"IGFBP6","ENSG00000167779","12",53097436,53102345,3489
"TCTN2","ENSG00000168778","12",123671110,123708399,79867
"CRADD","ENSG00000169372","12",93677375,93894840,8738
"WNT10B","ENSG00000169884","12",48965340,48971735,7480
"NFRKB","ENSG00000170322","11",129863636,129895590,4798
"PRDM10","ENSG00000170325","11",129899706,130002835,56980
"METTL7B","ENSG00000170439","12",55681678,55684611,196410
"DENND5B","ENSG00000170456","12",31382226,31591136,160518
"PYM1","ENSG00000170473","12",55901413,55932618,84305
"PA2G4","ENSG00000170515","12",56104537,56113910,5036
"STAT2","ENSG00000170581","12",56341597,56360167,6773
"RNF34","ENSG00000170633","12",121400041,121430623,80196
"ATF7","ENSG00000170653","12",53507856,53626410,11016
"TRIAP1","ENSG00000170855","12",120443964,120446384,51499
"CHST11","ENSG00000171310","12",104455295,104762014,50515
"KSR2","ENSG00000171435","12",117453012,117968990,283455
"ATF7IP","ENSG00000171681","12",14365632,14502935,55729
"RHNO1","ENSG00000171792","12",2876258,2889524,83695
"FBXL14","ENSG00000171823","12",1565993,1594581,144699
"NINJ2","ENSG00000171840","12",564296,663779,4815
"FAM90A1","ENSG00000171847","12",8221260,8227618,55138
"C3AR1","ENSG00000171860","12",8056844,8066359,719
"CLEC7A","ENSG00000172243","12",10116777,10130258,64581
"DPAGT1","ENSG00000172269","11",119096503,119108331,1798
"HINFP","ENSG00000172273","11",119121580,119136059,25988
"ABCG4","ENSG00000172350","11",119149052,119162653,64137
"C2CD2L","ENSG00000172375","11",119102198,119118544,9854
"IL17D","ENSG00000172458","13",20702127,20723098,53342
"PDE3A","ENSG00000172572","12",20368537,20688583,5139
"RND1","ENSG00000172602","12",48857145,48865870,27289
"RARG","ENSG00000172819","12",53210567,53232980,5916
"HECTD4","ENSG00000173064","12",112160188,112382439,283450
"MRPL57","ENSG00000173141","13",21176658,21179084,78988
"ABCD2","ENSG00000173208","12",39550033,39619803,225
"OLR1","ENSG00000173391","12",10158301,10172138,4973
"THAP2","ENSG00000173451","12",71664301,71680644,83591
"RNF26","ENSG00000173456","11",119334527,119337309,79102
"CEP83","ENSG00000173588","12",94306449,94459988,51134
"NUDT4","ENSG00000173598","12",93377883,93408146,11163
"MSRB3","ENSG00000174099","12",65278643,65491430,253827
"LEMD3","ENSG00000174106","12",65169583,65248355,23592
"C12orf66","ENSG00000174206","12",64186316,64222296,144577
"ADCY6","ENSG00000174233","12",48766194,48789089,112
"DDX23","ENSG00000174243","12",48829756,48852842,9416
"ATP2A2","ENSG00000174437","12",110280756,110351093,488
"C12orf76","ENSG00000174456","12",110027028,110073634,400073
"RESF1","ENSG00000174718","12",31959370,31993107,55196
"FBXW8","ENSG00000174989","12",116910950,117031148,26259
"CSRP2","ENSG00000175183","12",76858709,76879023,1466
"DDIT3","ENSG00000175197","12",57516588,57521737,1649
"DCTN2","ENSG00000175203","12",57529633,57547224,10540
"CTDSP2","ENSG00000175215","12",57819927,57846729,10106
"ALG10B","ENSG00000175548","12",38316762,38329721,144245
"MLXIP","ENSG00000175727","12",122078756,122147344,22877
"SLC35E3","ENSG00000175782","12",68746125,68793964,55508
"A2M","ENSG00000175899","12",9067664,9116229,2
"UNC119B","ENSG00000175970","12",120710458,120723640,84747
"B3GNT4","ENSG00000176383","12",122203681,122208952,79369
"SPRYD4","ENSG00000176422","12",56468578,56479708,283377
"VSIG10","ENSG00000176834","12",118063593,118136026,54621
"WSB2","ENSG00000176871","12",118032687,118062430,55884
"PXMP2","ENSG00000176894","12",132687587,132704985,5827
"ANKLE2","ENSG00000176915","12",132725503,132761832,23141
"POLE","ENSG00000177084","12",132623753,132687376,5426
"ANO6","ENSG00000177119","12",45215987,45482280,196527
"ULK1","ENSG00000177169","12",131894622,131923150,8408
"PUS1","ENSG00000177192","12",131929200,131945896,80324
"NINJ2-AS1","ENSG00000177406","12",630858,664196,100049716
"PAWR","ENSG00000177425","12",79574979,79690964,5074
"CCDC184","ENSG00000177875","12",48183644,48185926,387856
"UBE2N","ENSG00000177889","12",93405673,93441947,7334
"ASB8","ENSG00000177981","12",48147789,48181213,140461
"DPY19L2","ENSG00000177990","12",63558913,63668939,283417
"COX14","ENSG00000178449","12",50112082,50120457,84987
"DTX3","ENSG00000178498","12",57604622,57609804,196403
"APOLD1","ENSG00000178878","12",12725917,12829975,81575
"RFLNA","ENSG00000178882","12",123973241,124316024,144347
"RFLNA","ENSG00000178882","12",123973241,124316024,100533183
"TMTC2","ENSG00000179104","12",82686880,83134870,160335
"ZNF664","ENSG00000179195","12",123971845,124015439,144348
"PTPN11","ENSG00000179295","12",112418351,112509918,5781
"PCED1B","ENSG00000179715","12",47079603,47236662,91523
"R3HDM2","ENSG00000179912","12",57253762,57431005,22864
"BBS10","ENSG00000179941","12",76344474,76348415,79738
"FGD6","ENSG00000180263","12",95076749,95217482,55785
"GLIPR1L2","ENSG00000180481","12",75391089,75432688,144321
"ZDHHC20","ENSG00000180776","13",21372571,21459370,253832
"CAPS2","ENSG00000180881","12",75275979,75390928,84698
"TMEM132C","ENSG00000181234","12",128267403,128707915,92293
"TLCD5","ENSG00000181264","11",120325296,120333686,219902
"DDN","ENSG00000181418","12",48995149,48999375,23109
"RNF41","ENSG00000181852","12",56202179,56221933,10193
"PRKAG1","ENSG00000181929","12",49002274,49018807,5571
"ARL6IP4","ENSG00000182196","12",122980060,122982913,51329
"SHMT2","ENSG00000182199","12",57229573,57234935,6472
"C1S","ENSG00000182326","12",6988259,7071032,716
"NXPH4","ENSG00000182379","12",57216794,57226449,11247
"MFSD5","ENSG00000182544","12",53251251,53254406,84975
"NTM","ENSG00000182667","11",131370478,132336822,50863
"TMEM198B","ENSG00000182796","12",55829608,55836246,440104
"GALNT9","ENSG00000182870","12",132196372,132329589,50614
"SRPRA","ENSG00000182934","11",126262938,126269144,6734
"SPATA13","ENSG00000182957","13",23979805,24307074,221178
"GPR19","ENSG00000183150","12",12660890,12696207,2842
"TMEM119","ENSG00000183160","12",108589851,108598320,338773
"DAZAP2","ENSG00000183283","12",51238724,51271362,9802
"EP400","ENSG00000183495","12",131949942,132080460,57634
"OPCML","ENSG00000183715","11",132414977,133532519,4978
"TBK1","ENSG00000183735","12",64452090,64502114,29110
"HTR7P1","ENSG00000183935","12",13000420,13004830,93164
"KMT5A","ENSG00000183955","12",123383773,123409353,387893
"DIABLO","ENSG00000184047","12",122207663,122227456,56616
"SNRNP35","ENSG00000184209","12",123458088,123473154,11066
"OAF","ENSG00000184232","11",120211032,120230334,220323
"POU6F1","ENSG00000184271","12",51186936,51217708,5463
"KNTC1","ENSG00000184445","12",122527246,122626396,9735
"LPAR5","ENSG00000184574","12",6618835,6635960,57121
"XPOT","ENSG00000184575","12",64404392,64451125,11260
"NELL2","ENSG00000184613","12",44508275,44921848,4753
"NDUFA12","ENSG00000184752","12",94897055,95003748,55967
"NOC4L","ENSG00000184967","12",132144457,132152473,79050
"BRI3BP","ENSG00000184992","12",124993645,125031231,140707
"ANKS1B","ENSG00000185046","12",98726457,99984654,56899
"DDX51","ENSG00000185163","12",132136594,132144319,317781
"ATP6V0A2","ENSG00000185344","12",123712353,123761755,23545
"METTL7A","ENSG00000185432","12",50923472,50932510,25840
