Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0120035	regulation of plasma membrane bounded cell projection organization	 	1.138E-5	7.794E-2	1.146E-3	1.079E-2	52	838	EPHB2,PCP4,HLA-A,HLA-B,MBP,HLA-F,CNTROB,ADCYAP1,TLX2,SH3YL1,MET,SLIT2,ZMYND10,AGT,TRPV2,ISLR2,SEMA3C,PRRX1,CIB1,HTR7,TNC,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,CAPRIN2,CEP135,FAM9B,CTSZ,RELN,MYO5B,FSTL4,DCC,NRP1,RGMA,PTPRG,ULK4,GRK5,LAMB1,SEMA5A,GRID2,UST,LGALS1,SEMA3D,LIMK2,CD38,NR2E1,PAX6,MARCKS,EPHA3
GO: Biological Process	GO:0030517	negative regulation of axon extension	 	1.156E-5	7.920E-2	1.148E-3	1.080E-2	10	55	SLIT2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,FSTL4,NRP1,SEMA5A,SEMA3D
GO: Biological Process	GO:0030029	actin filament-based process	 	1.363E-5	9.337E-2	1.334E-3	1.255E-2	56	933	PDE4B,WIPF3,OBSCN,ACTC1,PARVB,EHD2,SPTBN5,MET,SLIT2,ANTXR1,PLEKHH2,KLHL1,SGCD,PRR5,TCAP,PDLIM4,ARHGAP6,ARHGDIB,CSRP2,PARVA,ASB2,SWAP70,MYO5B,MYO7A,SPTB,NEB,PTGER3,PTGER4,MYO5C,NRP1,RTKN2,KCNA5,VILL,BST2,ARHGAP25,DIAPH3,TMSB15A,NRAP,THSD7A,HCN4,DSP,KRT19,CAMK2D,TMSB15B,CASP5,SEMA5A,EDN1,LIMK2,SH3PXD2B,ELMO3,AKAP13,TNNT2,MARCKS,FRMD3,EPHA3,EPHA5
GO: Biological Process	GO:0072503	cellular divalent inorganic cation homeostasis	 	1.617E-5	1.108E-1	1.560E-3	1.468E-2	40	589	VAPB,OPN4,RAMP3,ADCYAP1,RYR3,ADRA1A,AGT,TMEM38A,TRPV2,CNGB1,SLC30A10,HTR2C,WFS1,WNT5A,MT1F,IL1B,ATP2B3,SWAP70,PTGER3,PTGER4,BDKRB2,INPP4B,KCNA5,ATP2C2,PYGM,NMB,KNG1,DRD2,CALB2,GPR20,LPAR5,CAMK2D,NUCB2,CAV2,EDN1,GSTM5,TMTC4,P2RY6,CD38,HRH3
GO: Biological Process	GO:0097154	GABAergic neuron differentiation	 	1.732E-5	1.187E-1	1.648E-3	1.551E-2	6	18	INHBA,ULK4,DLX1,DLX2,DRD2,LHX6
GO: Biological Process	GO:0048596	embryonic camera-type eye morphogenesis	 	1.816E-5	1.244E-1	1.689E-3	1.590E-2	11	70	TWIST1,FZD8,FOXF2,NID2,WNT5A,MAB21L2,SIX3,AFAP1L2,ZNF503,EFNB1,PAX6
GO: Biological Process	GO:0097435	supramolecular fiber organization	 	1.824E-5	1.250E-1	1.689E-3	1.590E-2	53	875	THSD4,CDKN2A,OBSCN,ACTC1,SPTBN5,MET,SLIT2,AEBP1,PLEKHH2,HSPA1A,PLOD2,COL5A1,COL5A2,COL11A1,CIB1,ADAMTS2,TCAP,PDLIM4,ARHGAP6,GDA,CSRP2,CST3,CST5,ASB2,SWAP70,MYO5B,MYO7A,SPTB,NEB,CCDC88B,PTGER4,MYO5C,NRP1,NEFH,PXDN,VILL,ARHGAP25,DIAPH3,TMSB15A,NRAP,DSP,KRT19,TMSB15B,CASP5,SEMA5A,EDN1,THBD,LIMK2,SH3PXD2B,ELMO3,AKAP13,TNNT2,MARCKS
GO: Biological Process	GO:0048640	negative regulation of developmental growth	 	1.866E-5	1.278E-1	1.691E-3	1.591E-2	16	141	MEIS1,SLIT2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,FSTL4,DCC,NRP1,RGMA,SOCS2,TCF7L2,OSTN,SEMA5A,SEMA3D
GO: Biological Process	GO:0006874	cellular calcium ion homeostasis	 	1.875E-5	1.285E-1	1.691E-3	1.591E-2	38	551	VAPB,OPN4,RAMP3,ADCYAP1,RYR3,ADRA1A,AGT,TMEM38A,TRPV2,CNGB1,HTR2C,WFS1,WNT5A,IL1B,ATP2B3,SWAP70,PTGER3,PTGER4,BDKRB2,INPP4B,KCNA5,ATP2C2,PYGM,NMB,KNG1,DRD2,CALB2,GPR20,LPAR5,CAMK2D,NUCB2,CAV2,EDN1,GSTM5,TMTC4,P2RY6,CD38,HRH3
GO: Biological Process	GO:0031344	regulation of cell projection organization	 	2.093E-5	1.434E-1	1.848E-3	1.739E-2	52	857	EPHB2,PCP4,HLA-A,HLA-B,MBP,HLA-F,CNTROB,ADCYAP1,TLX2,SH3YL1,MET,SLIT2,ZMYND10,AGT,TRPV2,ISLR2,SEMA3C,PRRX1,CIB1,HTR7,TNC,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,CAPRIN2,CEP135,FAM9B,CTSZ,RELN,MYO5B,FSTL4,DCC,NRP1,RGMA,PTPRG,ULK4,GRK5,LAMB1,SEMA5A,GRID2,UST,LGALS1,SEMA3D,LIMK2,CD38,NR2E1,PAX6,MARCKS,EPHA3
GO: Biological Process	GO:0050767	regulation of neurogenesis	 	2.104E-5	1.441E-1	1.848E-3	1.739E-2	35	492	EPHB2,MBP,ETV5,ADCYAP1,TLX2,MET,SLIT2,TRPV2,HES6,ISLR2,SEMA3C,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,CAPRIN2,FAM9B,IL1B,RELN,SWAP70,MYO5B,FSTL4,DCC,NRP1,RGMA,DLX1,DLX2,IL33,DRD2,SEMA5A,SEMA3D,NR2E1,PAX6,MARCKS
GO: Biological Process	GO:0051216	cartilage development	 	2.305E-5	1.579E-1	1.975E-3	1.858E-2	27	336	IRX5,CHI3L1,MGP,COL10A1,PRRX1,COL11A1,CYP26B1,WNT5A,COL27A1,WNT7A,WNT2B,TSKU,FRZB,CST5,ARID5A,NRP1,GHR,BMP8B,SULF1,DLX1,DLX2,OSTN,EDN1,GREM2,TGFBI,SEMA3D,MARCKS
GO: Biological Process	GO:0051093	negative regulation of developmental process	 	2.306E-5	1.580E-1	1.975E-3	1.858E-2	64	1135	EPHB2,CDKN2A,MBP,HLA-F,MEIS1,ADCYAP1,MEIS2,TWIST1,TLX2,OVOL2,CISH,FZD7,SLIT2,H4C12,AGT,SLC30A10,COL5A1,COL5A2,SEMA3C,CIB1,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,SIX3,TSKU,CARTPT,ARHGAP4,FRZB,CST3,DACT3,CST5,IL1B,INHBA,FSTL4,DCC,PTGER3,GDF10,PTGER4,INPP4B,NRP1,RGMA,SOCS2,ADAMTS9,PAX8,SULF1,DIO3,LBH,DLX1,DLX2,TCF7L2,HDAC5,NUCB2,OSTN,SEMA5A,SEMA3D,CD86,GPR68,SPRY4,NR2E1,PAX6,TPBG
GO: Biological Process	GO:0048568	embryonic organ development	 	2.558E-5	1.753E-1	2.118E-3	1.993E-2	56	954	EPHB2,PCSK5,EYA4,IRX5,CEBPA,ESRRG,ETV5,RCSD1,PHLDA2,MEIS1,MEIS2,TWIST1,OVOL2,FZD8,CLIC5,PLOD2,FOXF2,NID2,PRRX1,COL11A1,CYP26B1,WNT5A,COL27A1,ITGA8,MAB21L2,SIX3,TCAP,ZIC1,PLCD3,SCUBE1,WTIP,FRZB,MYO7A,SPTB,PTGER4,AFAP1L2,PAX8,LBH,DLX1,DLX2,TCF7L2,KRT19,GRK5,CASP5,LAMB1,NR4A3,EDN1,NR2F2,ZNF503,SEMA3D,OTX1,EFNB1,TLL1,SP5,TSHZ1,PAX6
GO: Biological Process	GO:0055001	muscle cell development	 	2.559E-5	1.753E-1	2.118E-3	1.993E-2	27	338	OBSCN,ACTC1,MET,ADRA1A,AGT,PLOD2,FOXF2,SGCD,TCAP,SCUBE1,CSRP2,HAMP,ASB2,NEB,PYGM,NRAP,HDAC5,KRT19,CAMK2D,CAV2,EDN1,NR2F2,TGFBI,WFIKKN2,SPRY4,AKAP13,TNNT2
GO: Biological Process	GO:0032102	negative regulation of response to external stimulus	 	2.566E-5	1.758E-1	2.118E-3	1.993E-2	33	456	HLA-A,HLA-B,HLA-F,ADCYAP1,SLIT2,MICB,PLA2G5,PLAU,SEMA3C,DHX58,WNT3,WNT5A,CARTPT,SIGLEC11,HAMP,METRNL,PTGER3,PTGER4,NRP1,RGMA,SERPING1,MICA,KNG1,DRD2,NUCB2,SEMA5A,WFDC1,GRID2,EDN1,SEMA3D,THBD,TNFAIP6,CALCRL
GO: Biological Process	GO:0099068	postsynapse assembly	 	2.872E-5	1.968E-1	2.343E-3	2.204E-2	8	38	EPHB2,WNT5A,WNT7A,NLGN1,LRRTM2,RELN,NPTX1,GRID2
GO: Biological Process	GO:0051047	positive regulation of secretion	 	2.953E-5	2.023E-1	2.380E-3	2.240E-2	31	419	PCP4,PCSK1,HLA-A,HLA-B,HLA-F,ADCYAP1,AGT,UNC13B,RPH3AL,HTR2C,RAB3D,NLGN1,SYT10,CARTPT,CADPS2,IL1B,MYO5B,INHBA,PTGER4,NMB,DRD2,TCF7L2,NUCB2,GRP,EDN1,GAL,GPR68,CD38,PAX6,MARCKS,PCK2
GO: Biological Process	GO:0035249	synaptic transmission, glutamatergic	 	3.078E-5	2.109E-1	2.453E-3	2.308E-2	14	116	ADCYAP1,UNC13B,TSHZ3,NLGN1,RELN,SLC17A6,DRD2,NPTX2,GRID1,GRID2,GRIK4,GRM4,GRM7,UNC13C
GO: Biological Process	GO:0022410	circadian sleep/wake cycle process	 	3.448E-5	2.362E-1	2.713E-3	2.553E-2	9	50	OPN4,HTR7,NLGN1,CST3,CST5,PITPNC1,PTGER3,PTGER4,DRD2
GO: Biological Process	GO:0040008	regulation of growth	 	3.484E-5	2.387E-1	2.713E-3	2.553E-2	51	851	CDKN2A,RERG,ST20,MEIS1,CISH,SLIT2,CPNE6,AGT,TRPV2,HSPA1A,ISLR2,SEMA3C,CIB1,WFS1,TNC,WNT3,WNT5A,ARHGAP4,MT1F,FRZB,CAPRIN2,DACT3,SMARCA2,HAMP,MYO5B,INHBA,KIF26A,FSTL4,DCC,PTGER4,NRP1,GHR,RGMA,SOCS2,CCN5,PRDM11,BST2,DIO3,SLC23A2,DRD2,TCF7L2,CAMK2D,OSTN,SEMA5A,WFDC1,EDN1,SEMA3D,SH3PXD2B,CD38,TTL,DCUN1D3
GO: Biological Process	GO:0014821	phasic smooth muscle contraction	 	3.562E-5	2.441E-1	2.743E-3	2.581E-2	7	29	AGT,TSHZ3,HTR7,PTGER3,PTGER4,DRD2,EDN1
GO: Biological Process	GO:0043583	ear development	 	3.839E-5	2.631E-1	2.923E-3	2.751E-2	29	385	EPHB2,EYA4,CEBPA,CEBPD,HLA-A,HLA-B,ESRRG,HLA-F,CHM,TWIST1,TLX2,CLIC5,PRRX1,COL11A1,WNT5A,ITGA8,TCAP,ZIC1,TSKU,FRZB,MYO7A,PAX8,NR4A3,TECTA,EDN1,OTX1,TMEM132E,TSHZ1,CDH11
GO: Biological Process	GO:0071678	olfactory bulb axon guidance	 	3.899E-5	2.672E-1	2.936E-3	2.763E-2	4	7	BCL11B,DCC,NRP1,SEMA3D
GO: Biological Process	GO:0030516	regulation of axon extension	 	4.723E-5	3.236E-1	3.518E-3	3.310E-2	15	136	SLIT2,TRPV2,ISLR2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,MYO5B,FSTL4,DCC,NRP1,SEMA5A,SEMA3D,TTL
GO: Biological Process	GO:0021953	central nervous system neuron differentiation	 	4.787E-5	3.280E-1	3.527E-3	3.319E-2	24	293	EPHB2,FZD8,MET,SLIT2,WNT3,WNT5A,WNT7A,TSKU,BCL11B,SOX1,INHBA,DCC,PTGER3,NRP1,GDPD5,BHLHE22,DLX1,DLX2,DRD2,GRID2,LHX6,NR2E1,PAX6,CDH11
GO: Biological Process	GO:0051129	negative regulation of cellular component organization	 	5.001E-5	3.427E-1	3.645E-3	3.430E-2	51	863	EPHB2,HLA-A,HLA-B,MBP,HLA-F,TWIST1,TLX2,SPTBN5,MET,SLIT2,ANTXR1,PLEKHH2,SDR16C5,HSPA1A,SEMA3C,CIB1,TNC,WNT3,WNT5A,PYDC1,NLGN1,TSKU,ARHGAP4,ARHGAP6,SLN,LRRTM2,CST3,CST5,IL1B,CTSZ,SWAP70,SPTB,FSTL4,DCC,PTGER4,PMEPA1,NRP1,RGMA,PTPRG,VILL,CDT1,TMSB15A,TMSB15B,SEMA5A,LGALS1,SEMA3D,LIMK2,CD38,LRPAP1,H1-1,EPHA3
GO: Biological Process	GO:0060284	regulation of cell development	 	5.417E-5	3.712E-1	3.907E-3	3.676E-2	42	665	EPHB2,MBP,ETV5,ADCYAP1,TLX2,MET,SLIT2,TRPV2,HES6,ISLR2,SEMA3C,CIB1,TNC,WNT3,WNT5A,WNT7A,OLFM4,ARHGAP4,FRZB,CAPRIN2,FAM9B,IL1B,RELN,SWAP70,MYO5B,FSTL4,DCC,NRP1,RGMA,DIO3,DLX1,DLX2,IL33,DRD2,HDAC5,SEMA5A,SEMA3D,GPR68,SPRY4,NR2E1,PAX6,MARCKS
GO: Biological Process	GO:0010648	negative regulation of cell communication	 	5.532E-5	3.791E-1	3.949E-3	3.716E-2	86	1704	EPHB2,PIK3AP1,EYA4,PDE4B,DHRS3,HLA-F,DACT2,OBSCN,LY96,ONECUT1,TWIST1,TNFRSF4,OVOL2,CISH,MET,SLIT2,ADRA1A,ZNRF3,AGT,HSPA1A,ONECUT2,CIB1,HTR1E,CYP26B1,DHX58,RPH3AL,WFS1,VASN,WNT5A,OLFM4,DGKD,PYDC1,ACVR1C,SIX3,TSKU,CARTPT,WTIP,FRZB,DACT3,SIGLEC11,IL1B,INHBA,KIF26A,FSTL4,DCC,PDE10A,PITPNC1,PTGER3,PMEPA1,BDKRB2,PCDH17,NRP1,SOCS2,GDPD5,RASIP1,RTKN2,BMP8B,PXDN,PTPRE,SULF1,LBH,DLX1,ARHGAP25,DLX2,NMB,PID1,KNG1,DRD2,TCF7L2,GRK5,NUCB2,GRID2,CAV2,GRM4,GRM7,EDN1,GREM2,GAL,TLE1,CD38,WFIKKN2,SPRY4,LRPAP1,HRH3,TPBG,HELLS
GO: Biological Process	GO:1904861	excitatory synapse assembly	 	5.665E-5	3.882E-1	3.991E-3	3.755E-2	7	31	WNT5A,WNT7A,NLGN1,LRRTM2,RELN,NPTX1,GRID2
GO: Biological Process	GO:0060078	regulation of postsynaptic membrane potential	 	5.752E-5	3.941E-1	3.991E-3	3.755E-2	17	171	INSYN1,ADCYAP1,MET,PTCHD1,UNC13B,WNT7A,NLGN1,PDLIM4,GABRE,GABRG1,RELN,GLRA2,DRD2,GRID1,GRID2,GRIK4,P2RX6
GO: Biological Process	GO:0023057	negative regulation of signaling	 	5.766E-5	3.951E-1	3.991E-3	3.755E-2	86	1706	EPHB2,PIK3AP1,EYA4,PDE4B,DHRS3,HLA-F,DACT2,OBSCN,LY96,ONECUT1,TWIST1,TNFRSF4,OVOL2,CISH,MET,SLIT2,ADRA1A,ZNRF3,AGT,HSPA1A,ONECUT2,CIB1,HTR1E,CYP26B1,DHX58,RPH3AL,WFS1,VASN,WNT5A,OLFM4,DGKD,PYDC1,ACVR1C,SIX3,TSKU,CARTPT,WTIP,FRZB,DACT3,SIGLEC11,IL1B,INHBA,KIF26A,FSTL4,DCC,PDE10A,PITPNC1,PTGER3,PMEPA1,BDKRB2,PCDH17,NRP1,SOCS2,GDPD5,RASIP1,RTKN2,BMP8B,PXDN,PTPRE,SULF1,LBH,DLX1,ARHGAP25,DLX2,NMB,PID1,KNG1,DRD2,TCF7L2,GRK5,NUCB2,GRID2,CAV2,GRM4,GRM7,EDN1,GREM2,GAL,TLE1,CD38,WFIKKN2,SPRY4,LRPAP1,HRH3,TPBG,HELLS
GO: Biological Process	GO:0042745	circadian sleep/wake cycle	 	6.502E-5	4.455E-1	4.455E-3	4.192E-2	9	54	OPN4,HTR7,NLGN1,CST3,CST5,PITPNC1,PTGER3,PTGER4,DRD2
GO: Biological Process	GO:0019932	second-messenger-mediated signaling	 	6.631E-5	4.543E-1	4.498E-3	4.233E-2	42	671	PDE4B,RAMP3,ADCYAP1,ADRA1A,AGT,TMEM38A,CIB1,HTR1E,HTR2C,HTR7,SGCD,DGKD,MT1F,GNA14,RASD1,SIGLEC11,PDE7B,PDE10A,PTGER3,PTGER4,CAMTA1,DRD2,GPR20,LPAR5,CAMK2D,GRK5,NUCB2,GRM4,GRM7,GRP,EDN1,GAL,CD8A,GUCY1A2,P2RY6,AKAP13,CALCRL,TNNT2,CDH13,HRH3,RCAN2,EPHA5
GO: Biological Process	GO:0048589	developmental growth	 	6.930E-5	4.749E-1	4.655E-3	4.381E-2	60	1083	HLA-B,HLA-F,PHLDA2,MEIS1,FZD7,SLIT2,CPNE6,ADRA1A,AGT,TRPV2,PLAU,FLRT1,ISLR2,NID2,SEMA3C,COL10A1,TNC,WNT3,WNT5A,COL27A1,WNT7A,WNT2B,ACVR1C,SIX3,TSKU,ARHGAP4,HAMP,IL1B,PRPH,SWAP70,MYO5B,INHBA,FSTL4,DCC,PTGER4,PCDH17,NRP1,GHR,RGMA,SOCS2,GDPD5,DIO3,SLC23A2,DRD2,TCF7L2,THSD7A,KRT19,KRT31,CAMK2D,OSTN,LAMB1,SEMA5A,EDN1,SEMA3D,SH3PXD2B,TTL,AKAP13,LGR6,ENO3,TPBG
GO: Biological Process	GO:0071495	cellular response to endogenous stimulus	 	7.082E-5	4.853E-1	4.711E-3	4.433E-2	87	1741	PCSK5,PDE4B,RAMP3,ESRRG,ONECUT1,ADCYAP1,RYR3,OVOL2,MET,SLIT2,AGT,TMEM38A,PLAU,FLRT1,HSPA1A,PLOD2,SLC30A10,ONECUT2,COL5A2,CIB1,HTR1E,HTR2C,PNMT,HTR7,TNC,VASN,FOSB,WNT5A,WNT7A,KIF16B,ITGA8,ACVR1C,TSKU,SCUBE1,GNA14,PDGFD,WNT10A,HAMP,IL1B,CACNA2D3,RELN,GALNT3,MYO5B,INHBA,GDF10,PTGER4,PMEPA1,ARID5A,BLM,GHR,RGMA,SOCS2,BMP8B,PTPRE,PAX8,SULF1,GLRA2,LBH,DLX1,PID1,NPNT,RAB12,DRD2,TCF7L2,HDAC5,HCN4,NUCB2,OSTN,CASP5,NR4A3,CAV2,EDN1,GREM2,GSTM5,P2RY6,TLL1,LPL,WFIKKN2,SPRY4,NR2E1,AKAP13,PAX6,MARCKS,PCK2,HRH3,EPHA3,EPHA5
GO: Biological Process	GO:0014070	response to organic cyclic compound	 	7.629E-5	5.227E-1	5.026E-3	4.729E-2	76	1472	PCSK1,CDKN2A,USP18,PDE4B,CEBPA,RAMP3,ESRRG,MBP,STING1,ADCYAP1,RYR3,MET,SLIT2,ADRA1A,MGP,AGT,TMEM38A,PLA2G5,PLAU,ALPL,VGF,HTR1E,HTR2C,PNMT,HTR7,TNC,FOSB,WNT5A,WNT7A,ACVR1C,TIPARP,GNA14,CST3,CST5,HAMP,IL1B,RELN,INHBA,PTGER3,PTGER4,PMEPA1,BLM,GHR,SOCS2,GPR83,NEFH,GLDC,LBH,C1S,PYGM,KYNU,CA4,DRD2,HDAC5,HCN4,GRK5,GPX3,NR4A3,WFDC1,GRIK4,CAV2,EDN1,NR2F2,LGALS1,GSTM5,THBD,P2RX6,P2RY6,TK1,CD38,NR2E1,SP5,AKAP13,PCK2,HRH3,EPHA5
GO: Biological Process	GO:0061387	regulation of extent of cell growth	 	8.158E-5	5.590E-1	5.300E-3	4.987E-2	16	159	SLIT2,TRPV2,ISLR2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,MYO5B,FSTL4,DCC,NRP1,RGMA,SEMA5A,SEMA3D,TTL
GO: Biological Process	GO:0051965	positive regulation of synapse assembly	 	8.199E-5	5.618E-1	5.300E-3	4.987E-2	11	82	EPHB2,FLRT1,LRRN1,TNC,WNT7A,NLGN1,LRRTM2,FAM9B,AMIGO2,GRID2,TPBG
GO: Biological Process	GO:0051962	positive regulation of nervous system development	 	8.350E-5	5.721E-1	5.305E-3	4.992E-2	28	382	EPHB2,ETV5,MET,SLIT2,TRPV2,FLRT1,ISLR2,LRRN1,TNC,WNT3,WNT7A,NLGN1,CAPRIN2,LRRTM2,FAM9B,IL1B,RELN,SWAP70,MYO5B,NRP1,IL33,AMIGO2,DRD2,SEMA5A,GRID2,PAX6,MARCKS,TPBG
GO: Biological Process	GO:0051046	regulation of secretion	 	8.361E-5	5.729E-1	5.305E-3	4.992E-2	49	835	PCP4,PCSK1,HLA-A,HLA-B,HLA-F,RAB3C,ADCYAP1,ADRA1A,AGT,UNC13B,RPH3AL,HTR2C,HTR7,WNT7A,RAB3D,NLGN1,ACVR1C,SYT10,CARTPT,STXBP6,CADPS2,IL1B,MYO5B,INHBA,CPLX2,PTGER3,PTGER4,BMP8B,KCNA5,PAX8,NMB,RAB12,DRD2,TCF7L2,SYT6,NUCB2,GRM4,GRM7,GRP,EDN1,GAL,GPR68,CD38,UNC13C,PAX6,MARCKS,PCK2,HRH3,EPHA5
GO: Biological Process	GO:0003012	muscle system process	 	8.518E-5	5.837E-1	5.355E-3	5.038E-2	35	527	PDE4B,ACTC1,RCSD1,RYR3,SMPX,MET,ADRA1A,AGT,TMEM38A,TSHZ3,HTR7,SGCD,GTF2IRD1,TCAP,SLN,HAMP,IL1B,NEB,PTGER3,PTGER4,BDKRB2,KCNA5,SULF1,NPNT,DRD2,HCN4,DSP,CAMK2D,NR4A3,EDN1,P2RX6,CD38,AKAP13,CALCRL,TNNT2
GO: Biological Process	GO:0061448	connective tissue development	 	8.922E-5	6.113E-1	5.558E-3	5.229E-2	30	424	IRX5,CHI3L1,MGP,COL5A1,COL10A1,PRRX1,COL11A1,CYP26B1,WNT5A,COL27A1,WNT7A,WNT2B,TSKU,FRZB,PDGFD,CST5,ARID5A,NRP1,GHR,BMP8B,SULF1,DLX1,DLX2,OSTN,EDN1,GREM2,TGFBI,SEMA3D,SH3PXD2B,MARCKS
GO: Biological Process	GO:0048103	somatic stem cell division	 	9.068E-5	6.213E-1	5.597E-3	5.267E-2	5	15	CDKN2A,FZD7,WNT7A,LBH,ULK4
GO: Biological Process	GO:0006936	muscle contraction	 	9.459E-5	6.481E-1	5.729E-3	5.390E-2	29	405	PDE4B,ACTC1,RCSD1,RYR3,SMPX,MET,ADRA1A,AGT,TMEM38A,TSHZ3,HTR7,SGCD,TCAP,NEB,PTGER3,PTGER4,BDKRB2,KCNA5,SULF1,NPNT,DRD2,HCN4,DSP,CAMK2D,EDN1,P2RX6,CD38,CALCRL,TNNT2
GO: Biological Process	GO:0050770	regulation of axonogenesis	 	9.465E-5	6.485E-1	5.729E-3	5.390E-2	19	213	EPHB2,MBP,SLIT2,TRPV2,ISLR2,SEMA3C,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,MYO5B,FSTL4,DCC,NRP1,RGMA,SEMA5A,UST,SEMA3D
GO: Biological Process	GO:0090066	regulation of anatomical structure size	 	9.531E-5	6.531E-1	5.729E-3	5.390E-2	40	638	KCNMB2,SPTBN5,PRR16,SLIT2,ADRA1A,AGT,TRPV2,PLEKHH2,HSPA1A,ISLR2,SEMA3C,HTR2C,HTR7,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,SOD3,SWAP70,MYO5B,SPTB,FSTL4,RILP,DCC,NEB,PTGER3,BDKRB2,NRP1,RGMA,KCNA5,VILL,KNG1,TMSB15A,TMSB15B,SEMA5A,EDN1,SEMA3D,CD38,TTL
GO: Biological Process	GO:0055013	cardiac muscle cell development	 	9.994E-5	6.848E-1	5.955E-3	5.603E-2	14	129	ACTC1,MET,ADRA1A,AGT,SGCD,TCAP,HAMP,ASB2,NEB,NRAP,CAMK2D,EDN1,NR2F2,AKAP13
GO: Biological Process	GO:1990138	neuron projection extension	 	1.039E-4	7.117E-1	6.135E-3	5.773E-2	21	251	SLIT2,CPNE6,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,MYO5B,FSTL4,DCC,PCDH17,NRP1,SLC23A2,THSD7A,OSTN,SEMA5A,SEMA3D,TTL
GO: Biological Process	GO:0051480	regulation of cytosolic calcium ion concentration	 	1.099E-4	7.533E-1	6.388E-3	6.011E-2	30	429	RAMP3,ADCYAP1,RYR3,ADRA1A,AGT,TMEM38A,TRPV2,CNGB1,HTR2C,WNT5A,IL1B,ATP2B3,SWAP70,PTGER3,PTGER4,BDKRB2,KCNA5,NMB,KNG1,DRD2,CALB2,GPR20,LPAR5,CAMK2D,CAV2,EDN1,GSTM5,P2RY6,CD38,HRH3
GO: Biological Process	GO:0031589	cell-substrate adhesion	 	1.122E-4	7.690E-1	6.388E-3	6.011E-2	29	409	CDKN2A,PCSK5,PARVB,VIT,ONECUT1,FZD7,AGT,ANTXR1,PLAU,ONECUT2,NID2,CIB1,OLFM4,ITGA8,ARHGAP6,SKAP1,PARVA,ITGA7,NRP1,ADAMTS9,NPNT,STON1,LAMB1,TECTA,LGALS1,SPRY4,MARCKS,CDH13,EPHA3
GO: Biological Process	GO:0010817	regulation of hormone levels	 	1.123E-4	7.697E-1	6.388E-3	6.011E-2	41	665	PCSK1,PCSK5,DHRS3,TTR,ADCYAP1,AGT,SDR16C5,VGF,CYP26B1,RPH3AL,HTR2C,ACVR1C,TIPARP,CARTPT,IL1B,CTSZ,RELN,INHBA,PTGER3,PTGER4,GHR,BMP8B,KCNA5,PAX8,SLC22A10,DIO3,NMB,DRD2,TCF7L2,RBP1,NUCB2,GRP,EDN1,CHST8,SLC22A9,GAL,GPR68,CD38,PAX6,PCK2,EPHA5
GO: Biological Process	GO:0007416	synapse assembly	 	1.128E-4	7.728E-1	6.388E-3	6.011E-2	20	234	EPHB2,FLRT1,LRRN1,TNC,WNT5A,WNT7A,NLGN1,LRRTM2,FAM9B,RELN,PCDH17,GLRA2,AMIGO2,NPTX1,DRD2,PCDHB4,GRID2,EFNB1,LGI2,TPBG
GO: Biological Process	GO:0042471	ear morphogenesis	 	1.128E-4	7.730E-1	6.388E-3	6.011E-2	18	198	EPHB2,EYA4,ESRRG,TWIST1,CLIC5,PRRX1,COL11A1,WNT5A,ITGA8,TCAP,ZIC1,FRZB,MYO7A,PAX8,NR4A3,EDN1,OTX1,TSHZ1
GO: Biological Process	GO:0051094	positive regulation of developmental process	 	1.169E-4	8.012E-1	6.567E-3	6.180E-2	80	1591	EPHB2,PCP4,CDKN2A,CEBPA,CEBPD,HLA-F,ETV5,CHI3L1,MEIS1,TWIST1,EHD2,OVOL2,MET,SLIT2,CPNE6,AGT,TRPV2,PLA2G5,FLRT1,HSPA1A,ISLR2,TSHZ3,CIB1,CYP26B1,HTR2C,LRRN1,TNC,WNT3,WNT5A,WNT7A,WNT2B,OLFM4,NLGN1,ISG15,TNFSF13B,FRZB,CAPRIN2,LRRTM2,FAM9B,HAMP,IL1B,RELN,SWAP70,MYO5B,INHBA,METRNL,PTGER3,GDF10,PTGER4,NRP1,GHR,SOCS2,GDPD5,NELL1,ADAMTS9,PAX8,DIO3,LBH,DLX1,DLX2,SLC23A2,IL33,AMIGO2,NPNT,DRD2,TCF7L2,SEMA5A,GRID2,EDN1,LGALS1,GAL,SH3PXD2B,CCBE1,CD86,GPR68,LPL,NR2E1,PAX6,MARCKS,TPBG
