Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0045596	negative regulation of cell differentiation	 	3.219E-4	1.000E0	1.944E-2	1.807E-1	39	822	EPHB2,CDKN2A,MBP,HLA-F,MEIS1,ADCYAP1,TLX2,OVOL2,CISH,FZD7,SLIT2,H4C12,COL5A2,SEMA3C,CIB1,TNC,VASN,WNT3,WNT5A,WNT7A,TSKU,CARTPT,ARHGAP4,FRZB,DACT3,FSTL4,DCC,PTGER3,RGMA,DIO3,LBH,DLX1,DLX2,TCF7L2,HDAC5,NUCB2,SEMA3D,NR2E1,PAX6
GO: Biological Process	GO:0035176	social behavior	 	3.391E-4	1.000E0	2.027E-2	1.884E-1	8	66	PTCHD1,PNMT,GAD1,RELN,ULK4,GRID1,GRP,NR2E1
GO: Biological Process	GO:0099173	postsynapse organization	 	3.567E-4	1.000E0	2.110E-2	1.961E-1	16	226	EPHB2,ZDHHC2,ETV5,WNT5A,WNT7A,NLGN1,CAPRIN2,LRRTM2,FAM9B,RELN,MYO5B,NEFH,NPTX1,GRID2,MARCKS,EPHA5
GO: Biological Process	GO:0042063	gliogenesis	 	3.597E-4	1.000E0	2.110E-2	1.961E-1	26	471	MATN2,ETV5,ADCYAP1,SPTBN5,FZD8,AGT,POU3F1,MT1F,PALS2,SOX1,RELN,SWAP70,VWDE,ULK4,C1S,DLX1,DLX2,IL33,TCF7L2,GRK5,LAMA2,LAMB1,TSPAN2,CRB1,NR2E1,PAX6
GO: Biological Process	GO:0048640	negative regulation of developmental growth	 	3.742E-4	1.000E0	2.174E-2	2.020E-1	12	141	MEIS1,SLIT2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,FSTL4,DCC,RGMA,TCF7L2,SEMA3D
GO: Biological Process	GO:0010001	glial cell differentiation	 	3.864E-4	1.000E0	2.223E-2	2.066E-1	22	371	SPTBN5,FZD8,AGT,POU3F1,MT1F,PALS2,SOX1,RELN,SWAP70,VWDE,ULK4,C1S,DLX1,DLX2,IL33,TCF7L2,GRK5,LAMA2,TSPAN2,CRB1,NR2E1,PAX6
GO: Biological Process	GO:1990138	neuron projection extension	 	3.951E-4	1.000E0	2.252E-2	2.093E-1	17	251	SLIT2,CPNE6,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,MYO5B,FSTL4,DCC,SLC23A2,THSD7A,SEMA3D,TTL
GO: Biological Process	GO:0051703	biological process involved in intraspecies interaction between organisms	 	4.167E-4	1.000E0	2.353E-2	2.187E-1	8	68	PTCHD1,PNMT,GAD1,RELN,ULK4,GRID1,GRP,NR2E1
GO: Biological Process	GO:0048048	embryonic eye morphogenesis	 	4.465E-4	1.000E0	2.498E-2	2.322E-1	9	86	FZD8,FOXF2,NID2,WNT5A,MAB21L2,AFAP1L2,ZNF503,EFNB1,PAX6
GO: Biological Process	GO:1901888	regulation of cell junction assembly	 	4.764E-4	1.000E0	2.641E-2	2.454E-1	16	232	EPHB2,AGT,FLRT1,LRRN1,TNC,WNT5A,WNT7A,NLGN1,ARHGAP6,LRRTM2,FAM9B,AMIGO2,NPTX1,GRID2,EPHA3,TPBG
GO: Biological Process	GO:0051480	regulation of cytosolic calcium ion concentration	 	4.964E-4	1.000E0	2.718E-2	2.526E-1	24	429	RAMP3,ADCYAP1,RYR3,ADRA1A,AGT,TMEM38A,TRPV2,CNGB1,HTR2C,WNT5A,ATP2B3,SWAP70,PTGER3,KCNA5,NMB,CALB2,GPR20,LPAR5,CAMK2D,CAV2,EDN1,GSTM5,P2RY6,CD38
GO: Biological Process	GO:0021537	telencephalon development	 	4.992E-4	1.000E0	2.718E-2	2.526E-1	21	353	EPHB2,SLIT2,WNT5A,POU3F3,ACVR1C,TSKU,BCL11B,RELN,BCL2A1,DCC,NEFH,BHLHE22,ULK4,DLX1,DLX2,LAMB1,NR4A3,LHX6,NR2E1,PAX6,EPHA5
GO: Biological Process	GO:0072503	cellular divalent inorganic cation homeostasis	 	5.059E-4	1.000E0	2.730E-2	2.537E-1	30	589	VAPB,RAMP3,ADCYAP1,RYR3,ADRA1A,AGT,TMEM38A,TRPV2,CNGB1,SLC30A10,HTR2C,WFS1,WNT5A,MT1F,ATP2B3,SWAP70,PTGER3,KCNA5,PYGM,NMB,CALB2,GPR20,LPAR5,CAMK2D,NUCB2,CAV2,EDN1,GSTM5,P2RY6,CD38
GO: Biological Process	GO:0010863	positive regulation of phospholipase C activity	 	5.136E-4	1.000E0	2.748E-2	2.554E-1	12	146	ADRA1A,AGT,HTR2C,ARHGAP6,GNA14,PTGER3,GPR20,LPAR5,GRP,EDN1,P2RY6,CD86
GO: Biological Process	GO:0048675	axon extension	 	5.516E-4	1.000E0	2.926E-2	2.719E-1	14	190	SLIT2,TRPV2,ISLR2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,MYO5B,FSTL4,DCC,THSD7A,SEMA3D,TTL
GO: Biological Process	GO:0031076	embryonic camera-type eye development	 	5.756E-4	1.000E0	3.025E-2	2.812E-1	9	89	FZD8,FOXF2,NID2,WNT5A,MAB21L2,AFAP1L2,ZNF503,EFNB1,PAX6
GO: Biological Process	GO:0048589	developmental growth	 	5.907E-4	1.000E0	3.025E-2	2.812E-1	47	1083	HLA-B,HLA-F,PHLDA2,MEIS1,FZD7,SLIT2,CPNE6,ADRA1A,AGT,TRPV2,PLAU,FLRT1,ISLR2,NID2,SEMA3C,COL10A1,TNC,WNT3,WNT5A,COL27A1,WNT7A,WNT2B,ACVR1C,TSKU,ARHGAP4,HAMP,SWAP70,MYO5B,FSTL4,DCC,GHR,RGMA,GDPD5,DIO3,SLC23A2,TCF7L2,THSD7A,KRT19,CAMK2D,LAMB1,EDN1,SEMA3D,SH3PXD2B,TTL,LGR6,ENO3,TPBG
GO: Biological Process	GO:0071678	olfactory bulb axon guidance	 	5.953E-4	1.000E0	3.025E-2	2.812E-1	3	7	BCL11B,DCC,SEMA3D
GO: Biological Process	GO:0021800	cerebral cortex tangential migration	 	5.953E-4	1.000E0	3.025E-2	2.812E-1	3	7	SLIT2,RELN,LHX6
GO: Biological Process	GO:2000675	negative regulation of type B pancreatic cell apoptotic process	 	5.953E-4	1.000E0	3.025E-2	2.812E-1	3	7	WFS1,TCF7L2,CAST
GO: Biological Process	GO:0021543	pallium development	 	6.290E-4	1.000E0	3.170E-2	2.946E-1	16	238	SLIT2,POU3F3,ACVR1C,TSKU,RELN,BCL2A1,NEFH,BHLHE22,DLX1,DLX2,LAMB1,NR4A3,LHX6,NR2E1,PAX6,EPHA5
GO: Biological Process	GO:1900274	regulation of phospholipase C activity	 	6.544E-4	1.000E0	3.272E-2	3.040E-1	12	150	ADRA1A,AGT,HTR2C,ARHGAP6,GNA14,PTGER3,GPR20,LPAR5,GRP,EDN1,P2RY6,CD86
GO: Biological Process	GO:0010613	positive regulation of cardiac muscle hypertrophy	 	6.817E-4	1.000E0	3.380E-2	3.141E-1	6	41	ADRA1A,AGT,HAMP,CAMK2D,NR4A3,EDN1
GO: Biological Process	GO:0071495	cellular response to endogenous stimulus	 	7.066E-4	1.000E0	3.406E-2	3.165E-1	68	1741	PCSK5,PDE4B,RAMP3,ESRRG,ADCYAP1,RYR3,OVOL2,SLIT2,AGT,TMEM38A,PLAU,FLRT1,HSPA1A,PLOD2,SLC30A10,ONECUT2,COL5A2,CIB1,HTR1E,HTR2C,PNMT,HTR7,TNC,VASN,FOSB,WNT5A,WNT7A,KIF16B,ITGA8,ACVR1C,TSKU,GNA14,PDGFD,HAMP,CACNA2D3,RELN,GALNT3,MYO5B,PMEPA1,ARID5A,BLM,GHR,RGMA,BMP8B,PTPRE,SULF1,GLRA2,LBH,DLX1,PID1,NPNT,RAB12,TCF7L2,HDAC5,NUCB2,NR4A3,CAV2,EDN1,GREM2,GSTM5,P2RY6,LPL,WFIKKN2,NR2E1,PAX6,MARCKS,EPHA3,EPHA5
GO: Biological Process	GO:0048562	embryonic organ morphogenesis	 	7.081E-4	1.000E0	3.406E-2	3.165E-1	31	629	EPHB2,EYA4,IRX5,ESRRG,MEIS1,OVOL2,FZD8,CLIC5,FOXF2,NID2,COL11A1,WNT5A,COL27A1,ITGA8,MAB21L2,TCAP,WTIP,FRZB,AFAP1L2,LBH,DLX1,DLX2,TCF7L2,GRK5,LAMB1,NR4A3,EDN1,ZNF503,SEMA3D,EFNB1,PAX6
GO: Biological Process	GO:0031583	phospholipase D-activating G protein-coupled receptor signaling pathway	 	7.182E-4	1.000E0	3.406E-2	3.165E-1	2	2	HTR2C,EDN1
GO: Biological Process	GO:1902871	positive regulation of amacrine cell differentiation	 	7.182E-4	1.000E0	3.406E-2	3.165E-1	2	2	DLX1,DLX2
GO: Biological Process	GO:0021893	cerebral cortex GABAergic interneuron fate commitment	 	7.182E-4	1.000E0	3.406E-2	3.165E-1	2	2	DLX1,DLX2
GO: Biological Process	GO:0055001	muscle cell development	 	7.204E-4	1.000E0	3.406E-2	3.165E-1	20	338	OBSCN,ACTC1,ADRA1A,AGT,PLOD2,FOXF2,SGCD,TCAP,CSRP2,HAMP,PYGM,NRAP,HDAC5,KRT19,CAMK2D,CAV2,EDN1,TGFBI,WFIKKN2,TNNT2
GO: Biological Process	GO:0014742	positive regulation of muscle hypertrophy	 	7.777E-4	1.000E0	3.632E-2	3.376E-1	6	42	ADRA1A,AGT,HAMP,CAMK2D,NR4A3,EDN1
GO: Biological Process	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	 	7.802E-4	1.000E0	3.632E-2	3.376E-1	10	112	ADRA1A,AGT,HTR2C,GNA14,PTGER3,GPR20,LPAR5,GRP,EDN1,P2RY6
GO: Biological Process	GO:0006874	cellular calcium ion homeostasis	 	7.989E-4	1.000E0	3.692E-2	3.431E-1	28	551	VAPB,RAMP3,ADCYAP1,RYR3,ADRA1A,AGT,TMEM38A,TRPV2,CNGB1,HTR2C,WFS1,WNT5A,ATP2B3,SWAP70,PTGER3,KCNA5,PYGM,NMB,CALB2,GPR20,LPAR5,CAMK2D,NUCB2,CAV2,EDN1,GSTM5,P2RY6,CD38
GO: Biological Process	GO:0006935	chemotaxis	 	8.407E-4	1.000E0	3.855E-2	3.583E-1	38	835	EPHB2,PDE4B,RPS6KA5,MATN2,ETV1,ETV5,SPTBN5,SLIT2,PLAU,IL17RA,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,BCL11B,PDGFD,PARVA,RELN,SWAP70,SPTB,DCC,CH25H,LAMA2,LAMA3,LAMB1,NR4A3,EDN1,SEMA3D,EFNB1,LGR6,PAX6,CDH11,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0061303	cornea development in camera-type eye	 	8.761E-4	1.000E0	3.988E-2	3.706E-1	4	17	WNT2B,MAB21L2,LIMK2,PAX6
GO: Biological Process	GO:0098698	postsynaptic specialization assembly	 	8.923E-4	1.000E0	4.002E-2	3.719E-1	5	29	NLGN1,LRRTM2,RELN,NPTX1,GRID2
GO: Biological Process	GO:0021895	cerebral cortex neuron differentiation	 	8.923E-4	1.000E0	4.002E-2	3.719E-1	5	29	GDPD5,DLX1,DLX2,LHX6,NR2E1
GO: Biological Process	GO:0051093	negative regulation of developmental process	 	9.009E-4	1.000E0	4.010E-2	3.727E-1	48	1135	EPHB2,CDKN2A,MBP,HLA-F,MEIS1,ADCYAP1,TLX2,OVOL2,CISH,FZD7,SLIT2,H4C12,AGT,SLC30A10,COL5A2,SEMA3C,CIB1,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,CARTPT,ARHGAP4,FRZB,CST3,DACT3,CST5,FSTL4,DCC,PTGER3,RGMA,ADAMTS9,SULF1,DIO3,LBH,DLX1,DLX2,TCF7L2,HDAC5,NUCB2,SEMA3D,CD86,NR2E1,PAX6,TPBG
GO: Biological Process	GO:0002728	negative regulation of natural killer cell cytokine production	 	9.337E-4	1.000E0	4.039E-2	3.754E-1	3	8	HLA-A,HLA-B,HLA-F
GO: Biological Process	GO:0002485	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent	 	9.337E-4	1.000E0	4.039E-2	3.754E-1	3	8	HLA-A,HLA-B,HLA-F
GO: Biological Process	GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	 	9.337E-4	1.000E0	4.039E-2	3.754E-1	3	8	HLA-A,HLA-B,HLA-F
GO: Biological Process	GO:0048016	inositol phosphate-mediated signaling	 	9.338E-4	1.000E0	4.039E-2	3.754E-1	13	178	ADRA1A,AGT,CIB1,HTR2C,GNA14,PTGER3,CAMTA1,GPR20,LPAR5,GRP,EDN1,P2RY6,RCAN2
GO: Biological Process	GO:0061448	connective tissue development	 	9.786E-4	1.000E0	4.203E-2	3.906E-1	23	424	IRX5,COL10A1,COL11A1,WNT5A,COL27A1,WNT7A,WNT2B,TSKU,FRZB,PDGFD,CST5,ARID5A,GHR,BMP8B,SULF1,DLX1,DLX2,EDN1,GREM2,TGFBI,SEMA3D,SH3PXD2B,MARCKS
GO: Biological Process	GO:0034104	negative regulation of tissue remodeling	 	1.001E-3	1.000E0	4.269E-2	3.968E-1	6	44	AGT,CARTPT,CST3,CST5,HAMP,CD38
GO: Biological Process	GO:0009725	response to hormone	 	1.013E-3	1.000E0	4.279E-2	3.976E-1	54	1325	PCSK1,PCSK5,RERG,CEBPA,RAMP3,ESRRG,MBP,ADCYAP1,SLIT2,TYRP1,MFGE8,ADRA1A,AGT,PLOD2,SLC30A10,ALPL,VGF,PNMT,HTR7,TNC,FOSB,WNT5A,WNT7A,ACVR1C,HAMP,CACNA2D3,RELN,PTGER3,PMEPA1,ARID5A,GHR,GPR83,PTPRE,LBH,PID1,CA4,RAB12,HDAC5,KRT19,NUCB2,GPX3,NR4A3,CAV2,EDN1,CITED4,P2RY6,TK1,LPL,CD38,NR2E1,PAX6,MARCKS,EPHA3,EPHA5
GO: Biological Process	GO:0099175	regulation of postsynapse organization	 	1.024E-3	1.000E0	4.279E-2	3.976E-1	10	116	WNT5A,WNT7A,NLGN1,CAPRIN2,LRRTM2,FAM9B,RELN,NPTX1,GRID2,MARCKS
GO: Biological Process	GO:0033555	multicellular organismal response to stress	 	1.024E-3	1.000E0	4.279E-2	3.976E-1	10	116	ADCYAP1,SCN9A,DEAF1,HTR2C,HTR7,RELN,HDAC5,LPAR5,GRM7,NR2E1
GO: Biological Process	GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	 	1.034E-3	1.000E0	4.291E-2	3.988E-1	12	158	DACT2,HSPA1A,ONECUT2,VASN,WNT5A,TSKU,PMEPA1,DLX1,TCF7L2,CAV2,GREM2,WFIKKN2
GO: Biological Process	GO:0010648	negative regulation of cell communication	 	1.056E-3	1.000E0	4.334E-2	4.027E-1	66	1704	EPHB2,PIK3AP1,EYA4,PDE4B,DHRS3,HLA-F,DACT2,OBSCN,LY96,TNFRSF4,OVOL2,CISH,SLIT2,ADRA1A,ZNRF3,AGT,HSPA1A,ONECUT2,CIB1,HTR1E,DHX58,WFS1,VASN,WNT5A,DGKD,PYDC1,ACVR1C,TSKU,CARTPT,WTIP,FRZB,DACT3,SIGLEC11,FSTL4,DCC,PDE10A,PITPNC1,PTGER3,PMEPA1,GDPD5,RTKN2,BMP8B,PXDN,PTPRE,SULF1,LBH,DLX1,ARHGAP25,DLX2,NMB,PID1,TCF7L2,GRK5,NUCB2,GRID2,CAV2,GRM4,GRM7,EDN1,GREM2,TLE1,CD38,WFIKKN2,LRPAP1,TPBG,HELLS
GO: Biological Process	GO:0048638	regulation of developmental growth	 	1.059E-3	1.000E0	4.334E-2	4.027E-1	24	453	MEIS1,SLIT2,CPNE6,AGT,TRPV2,ISLR2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,HAMP,MYO5B,FSTL4,DCC,GHR,RGMA,DIO3,SLC23A2,TCF7L2,EDN1,SEMA3D,SH3PXD2B,TTL
GO: Biological Process	GO:0023057	negative regulation of signaling	 	1.088E-3	1.000E0	4.402E-2	4.091E-1	66	1706	EPHB2,PIK3AP1,EYA4,PDE4B,DHRS3,HLA-F,DACT2,OBSCN,LY96,TNFRSF4,OVOL2,CISH,SLIT2,ADRA1A,ZNRF3,AGT,HSPA1A,ONECUT2,CIB1,HTR1E,DHX58,WFS1,VASN,WNT5A,DGKD,PYDC1,ACVR1C,TSKU,CARTPT,WTIP,FRZB,DACT3,SIGLEC11,FSTL4,DCC,PDE10A,PITPNC1,PTGER3,PMEPA1,GDPD5,RTKN2,BMP8B,PXDN,PTPRE,SULF1,LBH,DLX1,ARHGAP25,DLX2,NMB,PID1,TCF7L2,GRK5,NUCB2,GRID2,CAV2,GRM4,GRM7,EDN1,GREM2,TLE1,CD38,WFIKKN2,LRPAP1,TPBG,HELLS
GO: Biological Process	GO:0097154	GABAergic neuron differentiation	 	1.103E-3	1.000E0	4.402E-2	4.091E-1	4	18	ULK4,DLX1,DLX2,LHX6
GO: Biological Process	GO:1904889	regulation of excitatory synapse assembly	 	1.103E-3	1.000E0	4.402E-2	4.091E-1	4	18	WNT7A,LRRTM2,NPTX1,GRID2
GO: Biological Process	GO:0021955	central nervous system neuron axonogenesis	 	1.104E-3	1.000E0	4.402E-2	4.091E-1	7	61	EPHB2,SLIT2,TSKU,DCC,BHLHE22,NR2E1,CDH11
GO: Biological Process	GO:0008361	regulation of cell size	 	1.254E-3	1.000E0	4.956E-2	4.605E-1	16	254	PRR16,SLIT2,TRPV2,ISLR2,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,MYO5B,FSTL4,DCC,RGMA,EDN1,SEMA3D,TTL
GO: Biological Process	GO:0048332	mesoderm morphogenesis	 	1.268E-3	1.000E0	4.956E-2	4.605E-1	22	406	MBP,DACT2,ETV5,TLX2,FZD7,RHOV,COL5A2,COL11A1,WNT3,WNT5A,KIF16B,ITGA8,SWAP70,ITGA7,PTPRE,TRIM15,LAMA3,LAMB1,NR4A3,SP5,MARCKS,EPHA3
GO: Biological Process	GO:0050808	synapse organization	 	1.329E-3	1.000E0	4.956E-2	4.605E-1	28	570	EPHB2,ZDHHC2,ETV5,FLRT1,LRRN1,TNC,WNT5A,WNT7A,NLGN1,CAPRIN2,LRRTM2,FAM9B,RELN,MYO5B,NEFH,GLRA2,AMIGO2,NPTX1,CAST,GRID2,EFNB1,LGI2,UNC13C,PCDH8,MARCKS,EPHA3,TPBG,EPHA5
GO: Biological Process	GO:1903530	regulation of secretion by cell	 	1.365E-3	1.000E0	4.956E-2	4.605E-1	35	770	PCSK1,HLA-A,HLA-B,HLA-F,RAB3C,ADCYAP1,ADRA1A,AGT,HTR2C,HTR7,WNT7A,RAB3D,NLGN1,ACVR1C,SYT10,CARTPT,CADPS2,MYO5B,CPLX2,PTGER3,BMP8B,KCNA5,NMB,RAB12,TCF7L2,NUCB2,GRM4,GRM7,GRP,EDN1,CD38,UNC13C,PAX6,MARCKS,EPHA5
GO: Biological Process	GO:0071415	cellular response to purine-containing compound	 	1.368E-3	1.000E0	4.956E-2	4.605E-1	4	19	RYR3,TMEM38A,GSTM5,P2RY6
GO: Biological Process	GO:0031584	activation of phospholipase D activity	 	1.373E-3	1.000E0	4.956E-2	4.605E-1	3	9	HTR2C,EDN1,MARCKS
GO: Biological Process	GO:0010840	regulation of circadian sleep/wake cycle, wakefulness	 	1.373E-3	1.000E0	4.956E-2	4.605E-1	3	9	NLGN1,PITPNC1,PTGER3
GO: Biological Process	GO:0006198	cAMP catabolic process	 	1.373E-3	1.000E0	4.956E-2	4.605E-1	3	9	PDE4B,PDE7B,PDE10A
GO: Biological Process	GO:0021957	corticospinal tract morphogenesis	 	1.373E-3	1.000E0	4.956E-2	4.605E-1	3	9	SLIT2,BHLHE22,CDH11
GO: Biological Process	GO:0060638	mesenchymal-epithelial cell signaling	 	1.373E-3	1.000E0	4.956E-2	4.605E-1	3	9	TNC,WNT5A,WNT2B
GO: Biological Process	GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	 	1.373E-3	1.000E0	4.956E-2	4.605E-1	3	9	HLA-A,HLA-B,HLA-F
GO: Biological Process	GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	 	1.373E-3	1.000E0	4.956E-2	4.605E-1	3	9	HLA-A,HLA-B,HLA-F
GO: Biological Process	GO:0002477	antigen processing and presentation of exogenous peptide antigen via MHC class Ib	 	1.373E-3	1.000E0	4.956E-2	4.605E-1	3	9	HLA-A,HLA-B,HLA-F
GO: Biological Process	GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	 	1.373E-3	1.000E0	4.956E-2	4.605E-1	3	9	HLA-A,HLA-B,HLA-F
GO: Biological Process	GO:1900020	positive regulation of protein kinase C activity	 	1.373E-3	1.000E0	4.956E-2	4.605E-1	3	9	AGT,WNT5A,MARCKS
GO: Biological Process	GO:1900019	regulation of protein kinase C activity	 	1.373E-3	1.000E0	4.956E-2	4.605E-1	3	9	AGT,WNT5A,MARCKS
GO: Cellular Component	GO:0031012	extracellular matrix	 	5.898E-12	3.739E-9	2.092E-9	1.471E-8	51	660	THSD4,ADAMTS19,MATN2,LINGO3,VIT,SLIT2,MFGE8,AEBP1,AGT,FLRT1,ALPL,COL5A2,NID2,SEMA3C,COL10A1,COL11A1,LRRN1,ADAMTS2,TNC,VASN,WNT3,WNT5A,COL27A1,WNT7A,WNT2B,TSKU,CST3,CST5,CTSZ,SOD3,RELN,ADAM19,CCN5,OLFML2A,COCH,PXDN,ADAMTS9,SULF1,SERPING1,NPNT,LAMA2,LAMA3,LAMB1,ADAMTS8,FREM3,LGALS1,TGFBI,VWA5A,CCBE1,PCOLCE2,LGR6
GO: Cellular Component	GO:0030312	external encapsulating structure	 	6.599E-12	4.184E-9	2.092E-9	1.471E-8	51	662	THSD4,ADAMTS19,MATN2,LINGO3,VIT,SLIT2,MFGE8,AEBP1,AGT,FLRT1,ALPL,COL5A2,NID2,SEMA3C,COL10A1,COL11A1,LRRN1,ADAMTS2,TNC,VASN,WNT3,WNT5A,COL27A1,WNT7A,WNT2B,TSKU,CST3,CST5,CTSZ,SOD3,RELN,ADAM19,CCN5,OLFML2A,COCH,PXDN,ADAMTS9,SULF1,SERPING1,NPNT,LAMA2,LAMA3,LAMB1,ADAMTS8,FREM3,LGALS1,TGFBI,VWA5A,CCBE1,PCOLCE2,LGR6
GO: Cellular Component	GO:0062023	collagen-containing extracellular matrix	 	2.096E-8	1.329E-5	4.431E-6	3.115E-5	38	526	THSD4,MATN2,VIT,SLIT2,MFGE8,AEBP1,AGT,COL5A2,NID2,SEMA3C,COL10A1,COL11A1,ADAMTS2,TNC,WNT5A,COL27A1,WNT2B,CST3,CST5,CTSZ,SOD3,RELN,ADAM19,COCH,PXDN,ADAMTS9,SULF1,SERPING1,NPNT,LAMA2,LAMA3,LAMB1,ADAMTS8,FREM3,LGALS1,TGFBI,VWA5A,PCOLCE2
GO: Cellular Component	GO:0009986	cell surface	 	1.147E-6	7.275E-4	1.819E-4	1.279E-3	54	1031	RAMP3,HLA-A,HLA-B,MBP,HLA-F,TNFRSF4,SLIT2,MFGE8,MICB,TRPV2,ANTXR1,PLA2G5,PLAU,ISLR2,NID2,HTR2C,VASN,WNT5A,WNT7A,ITGA8,NLGN1,ACVR1C,MST1R,SCARA5,SLAMF7,CTSZ,ADAM19,SPTB,ITGA7,PTGER3,VWDE,GHR,RGMA,CCN5,KCNA4,KCNA5,ADAMTS9,BST2,SULF1,MICA,CA4,PKD2L1,CAV2,GRM7,LGALS1,THBD,CD8A,CD86,LPL,CD38,LRPAP1,BTNL9,TPBG,EPHA5
GO: Cellular Component	GO:0031226	intrinsic component of plasma membrane	 	2.054E-6	1.303E-3	2.605E-4	1.831E-3	82	1859	EPHB2,ZDHHC2,KCNMB2,RAMP3,HLA-A,HLA-B,OBSCN,LY96,TNFRSF4,ADRA1A,ZNRF3,MICB,PCDH19,SCN9A,TRPV2,IL17RA,FLRT1,PCDH10,RHCG,SEMA3C,HTR1E,HTR2C,HTR7,SGCD,ICAM3,PCDH11Y,ITGA8,NLGN1,ACVR1C,MST1R,ART3,SCARA5,SLCO2A1,LRRTM2,SLC2A13,ATP2B3,GABRG1,SPTB,DCC,ITGA7,PTGER3,GHR,RGMA,NPFFR2,KCNA4,KCNA5,PTPRG,KCNG1,GLRA2,PCDH11X,MICA,SLC23A2,CA4,AMIGO2,NPNT,GPR20,LPAR5,PKD2L1,GRID1,GRID2,CAV2,GPR88,GRM4,GRM7,TSPAN2,TSPAN1,SLC22A18,SEMA3D,THBD,EFNB1,CD8A,P2RX6,P2RY6,LGR6,GSG1L,CALCRL,CDH6,PCDH8,MARCKS,EPHA3,TPBG,EPHA5
GO: Cellular Component	GO:0043292	contractile fiber	 	5.867E-6	3.720E-3	6.199E-4	4.358E-3	22	281	PDE4B,OBSCN,ACTC1,RYR3,SMPX,ADRA1A,MYBPHL,TCAP,PDLIM4,SPHKAP,CSRP2,PARVA,CST3,CST5,MYH15,AHNAK2,KCNA5,PYGM,NPNT,NRAP,KRT19,TNNT2
GO: Cellular Component	GO:0045202	synapse	 	8.046E-6	5.101E-3	7.287E-4	5.123E-3	72	1624	EPHB2,ZDHHC2,PCSK1,PDE4B,INSYN1,MBP,ACTC1,ETV5,RAB3C,ADCYAP1,PTCHD1,CPNE6,ADRA1A,TRPV2,CNGB1,VGF,HTR1E,HTR2C,PNMT,HTR7,WFS1,WNT5A,WNT7A,ITGA8,RAB3D,NLGN1,SLA,SYT10,PDLIM4,CARTPT,LRRTM2,SV2C,PLCXD3,SLC2A13,CADPS2,PDE7B,ATP2B3,MX2,GABRG1,GAD1,NAAA,MYO5B,KCTD8,CPLX2,PALMD,DCC,ITGA7,NEFH,KCNA4,GLRA2,RAB12,NPTX1,NPTX2,CALB2,STON1,CAMK2D,CAST,LAMA2,GRID1,GRID2,CAV2,GRM4,GRM7,EFNB1,P2RX6,UNC13C,GSG1L,PCDH8,CDH11,MARCKS,EPHA3,TPBG
GO: Cellular Component	GO:0098688	parallel fiber to Purkinje cell synapse	 	1.996E-5	1.265E-2	1.421E-3	9.989E-3	7	33	CADPS2,ATP2B3,CALB2,GRID2,GRM4,P2RX6,UNC13C
GO: Cellular Component	GO:0005887	integral component of plasma membrane	 	2.223E-5	1.409E-2	1.421E-3	9.989E-3	75	1765	EPHB2,ZDHHC2,KCNMB2,RAMP3,HLA-A,HLA-B,OBSCN,TNFRSF4,ADRA1A,ZNRF3,PCDH19,SCN9A,TRPV2,IL17RA,FLRT1,PCDH10,RHCG,SEMA3C,HTR1E,HTR2C,HTR7,SGCD,ICAM3,PCDH11Y,ITGA8,NLGN1,ACVR1C,MST1R,SCARA5,SLCO2A1,LRRTM2,SLC2A13,ATP2B3,GABRG1,DCC,ITGA7,PTGER3,GHR,NPFFR2,KCNA4,KCNA5,PTPRG,KCNG1,GLRA2,PCDH11X,MICA,SLC23A2,AMIGO2,NPNT,GPR20,LPAR5,PKD2L1,GRID1,GRID2,CAV2,GPR88,GRM4,GRM7,TSPAN2,TSPAN1,SLC22A18,SEMA3D,THBD,EFNB1,CD8A,P2RX6,P2RY6,LGR6,GSG1L,CALCRL,CDH6,PCDH8,EPHA3,TPBG,EPHA5
GO: Cellular Component	GO:0005797	Golgi medial cisterna	 	2.241E-5	1.421E-2	1.421E-3	9.989E-3	6	23	PCSK5,HLA-A,HLA-B,HLA-F,YIPF1,NUCB2
